IPK,Penghasilan,Tanggungan,Prestasi,Semester,Status_Beasiswa
3.15,5319128,5,Tidak Ada,8,Tidak Layak
3.56,5651910,3,Tidak Ada,2,Tidak Layak
3.44,1552055,4,Ada,4,Layak
3.91,3997838,2,Ada,7,Layak
3.14,7262726,5,Tidak Ada,2,Tidak Layak
3.84,3338346,2,Tidak Ada,4,Layak
3.53,8411542,4,Ada,2,Layak
3.3,7016182,4,Tidak Ada,7,Tidak Layak
3.38,5011449,2,Tidak Ada,6,Tidak Layak
3.04,6912199,4,Tidak Ada,3,Tidak Layak
3.39,1979177,2,Ada,7,Layak
3.12,3008797,1,Ada,6,Layak
3.75,3652304,2,Tidak Ada,3,Layak
2.7,2484131,5,Tidak Ada,4,Layak
3.48,9440312,1,Tidak Ada,6,Tidak Layak
3.34,6704369,3,Tidak Ada,2,Tidak Layak
3.94,2139068,2,Ada,4,Layak
2.76,7650208,5,Ada,5,Layak
2.91,4226427,3,Ada,6,Layak
3.4,7473721,3,Tidak Ada,6,Tidak Layak
2.51,1874344,1,Tidak Ada,3,Tidak Layak
3.51,9696722,5,Ada,2,Layak
3.93,8839096,4,Tidak Ada,8,Tidak Layak
3.9,6631547,1,Tidak Ada,7,Tidak Layak
2.64,3633643,4,Tidak Ada,4,Tidak Layak
3.26,2862270,4,Tidak Ada,7,Layak
3.9,9514324,2,Ada,7,Layak
3.89,3120706,4,Tidak Ada,6,Layak
3.33,9313516,3,Ada,4,Layak
2.99,8852855,3,Ada,7,Tidak Layak
3.77,8897803,2,Ada,5,Layak
3.3,4732567,4,Tidak Ada,4,Layak
3.89,2649707,3,Tidak Ada,5,Layak
2.88,5283938,3,Tidak Ada,5,Tidak Layak
2.84,5731874,2,Tidak Ada,4,Tidak Layak
2.73,2127475,3,Tidak Ada,5,Layak
2.69,3297355,2,Ada,7,Layak
3.55,4982837,4,Ada,7,Layak
3.87,5431067,5,Tidak Ada,6,Layak
2.8,3981498,4,Tidak Ada,8,Tidak Layak
2.87,7758588,3,Tidak Ada,5,Tidak Layak
3.04,6820218,1,Tidak Ada,7,Tidak Layak
2.88,6067994,3,Tidak Ada,8,Tidak Layak
2.77,9156575,3,Ada,6,Tidak Layak
3.94,9046361,2,Tidak Ada,6,Tidak Layak
3.64,4593348,1,Tidak Ada,5,Layak
3.47,3746928,4,Tidak Ada,6,Layak
3.27,6235332,1,Tidak Ada,3,Tidak Layak
3.76,8249645,4,Tidak Ada,3,Tidak Layak
3.44,2808396,5,Tidak Ada,8,Layak
3.31,3732821,1,Ada,6,Layak
2.53,5100867,1,Tidak Ada,2,Tidak Layak
3.24,4984634,5,Tidak Ada,3,Layak
3.24,9068661,1,Ada,4,Tidak Layak
2.9,9378239,3,Ada,2,Tidak Layak
3.86,4103927,5,Ada,8,Layak
3.05,1915162,5,Ada,5,Layak
2.81,9499317,2,Ada,3,Tidak Layak
3.19,1984469,1,Tidak Ada,7,Layak
3.77,9116141,1,Ada,4,Layak
3.57,9525828,5,Ada,5,Layak
3.96,1637837,3,Tidak Ada,6,Layak
3.83,1602903,3,Tidak Ada,4,Layak
3.41,5562175,1,Ada,6,Layak
3.09,3112850,3,Tidak Ada,8,Layak
3.73,2002939,5,Tidak Ada,2,Layak
3.75,4283993,1,Tidak Ada,4,Layak
2.67,6999685,5,Tidak Ada,5,Tidak Layak
2.6,9651473,2,Tidak Ada,6,Tidak Layak
3.69,9118523,2,Ada,6,Layak
3.67,5114670,2,Tidak Ada,4,Layak
3.48,4713274,2,Ada,5,Layak
2.54,2499078,1,Ada,3,Layak
2.57,2376038,3,Ada,3,Layak
3.01,2326580,5,Tidak Ada,6,Layak
3.58,3606040,3,Tidak Ada,7,Layak
2.93,7684858,1,Tidak Ada,8,Tidak Layak
2.53,4371042,3,Ada,5,Layak
2.52,5263632,1,Ada,5,Layak
2.8,4048965,4,Ada,7,Layak
3.51,1635024,1,Tidak Ada,8,Layak
3.2,3901756,5,Ada,3,Layak
2.9,2705605,5,Ada,6,Layak
2.82,5654238,1,Ada,7,Layak
2.55,2569626,5,Tidak Ada,3,Tidak Layak
2.59,7384902,3,Ada,2,Tidak Layak
2.94,4152880,5,Tidak Ada,6,Layak
3.54,3925595,2,Ada,7,Layak
2.6,8377486,4,Ada,3,Tidak Layak
2.7,5123687,3,Tidak Ada,5,Tidak Layak
2.61,7209065,1,Ada,6,Tidak Layak
2.96,9636992,2,Tidak Ada,3,Tidak Layak
2.53,6944544,4,Tidak Ada,3,Tidak Layak
3.72,7996776,3,Ada,5,Layak
2.92,4794742,5,Tidak Ada,7,Tidak Layak
2.75,2463813,3,Tidak Ada,6,Tidak Layak
3.97,7278994,1,Ada,3,Layak
2.66,1672507,2,Ada,6,Layak
3.63,5362965,1,Tidak Ada,8,Tidak Layak
3.15,1685639,4,Ada,5,Layak
2.57,5029284,5,Tidak Ada,5,Tidak Layak
3.47,9482512,2,Ada,8,Layak
3.2,5963588,3,Tidak Ada,7,Tidak Layak
3.34,5152461,2,Ada,7,Layak
3.38,8211070,3,Ada,8,Layak
2.96,8016682,4,Tidak Ada,6,Tidak Layak
3.58,5613853,4,Tidak Ada,6,Layak
3.42,8409286,3,Tidak Ada,6,Tidak Layak
3.05,2355243,4,Tidak Ada,3,Layak
3.98,2142006,2,Tidak Ada,5,Layak
3.04,5619586,3,Tidak Ada,2,Tidak Layak
3.16,7644328,1,Ada,4,Layak
2.6,6791462,4,Tidak Ada,7,Tidak Layak
3.0,9627678,5,Ada,8,Tidak Layak
2.55,7938505,4,Tidak Ada,4,Tidak Layak
2.67,5588770,3,Tidak Ada,3,Tidak Layak
3.46,4706209,5,Ada,2,Layak
2.66,5142461,2,Ada,3,Layak
3.38,4711854,4,Tidak Ada,2,Layak
3.54,6126269,3,Tidak Ada,3,Tidak Layak
3.43,3090745,4,Tidak Ada,2,Layak
3.74,4523744,3,Ada,3,Layak
2.81,6842479,2,Tidak Ada,8,Tidak Layak
3.61,1812329,3,Tidak Ada,7,Layak
2.91,4665317,3,Ada,4,Layak
2.7,5654967,3,Tidak Ada,5,Tidak Layak
3.03,9838983,5,Tidak Ada,3,Tidak Layak
2.69,4552911,2,Ada,7,Layak
2.89,3641549,2,Ada,7,Layak
2.58,1777132,4,Ada,5,Layak
3.66,7000533,2,Ada,6,Layak
3.04,7208593,4,Ada,5,Layak
2.81,3623120,5,Tidak Ada,6,Layak
3.86,5248688,5,Tidak Ada,7,Layak
3.91,6656219,5,Tidak Ada,8,Layak
3.21,2997060,3,Tidak Ada,4,Layak
3.7,7303695,1,Ada,5,Layak
3.08,1679300,2,Ada,3,Layak
3.5,5900726,2,Ada,6,Layak
3.9,7690505,3,Tidak Ada,3,Tidak Layak
3.69,9022647,1,Tidak Ada,3,Tidak Layak
2.64,1661686,2,Ada,8,Layak
3.67,8172604,5,Ada,8,Layak
3.27,6982571,2,Ada,6,Layak
3.88,2608731,2,Ada,3,Layak
2.91,9738152,2,Tidak Ada,4,Tidak Layak
3.04,4750133,1,Tidak Ada,3,Tidak Layak
2.57,3841978,1,Tidak Ada,7,Tidak Layak
3.67,6797484,3,Tidak Ada,7,Tidak Layak
3.1,9414871,2,Ada,5,Tidak Layak
2.6,4913553,5,Ada,5,Layak
2.97,6276827,5,Ada,3,Layak
3.19,6514477,3,Ada,3,Layak
2.91,1607042,3,Ada,8,Layak
3.77,6327860,2,Ada,4,Layak
2.85,7148035,3,Ada,2,Layak
3.71,3504358,5,Tidak Ada,5,Layak
3.51,7779066,5,Tidak Ada,7,Tidak Layak
3.95,2481835,1,Tidak Ada,3,Layak
3.25,2698061,2,Tidak Ada,2,Layak
3.47,2553580,2,Ada,7,Layak
2.82,8958147,1,Ada,5,Tidak Layak
3.66,7474300,2,Tidak Ada,6,Tidak Layak
2.89,7230681,4,Tidak Ada,2,Tidak Layak
3.36,9961455,4,Tidak Ada,5,Tidak Layak
2.9,5383755,5,Tidak Ada,4,Tidak Layak
3.41,5231784,3,Tidak Ada,8,Tidak Layak
2.51,8917155,4,Tidak Ada,8,Tidak Layak
3.53,3487881,5,Ada,8,Layak
3.76,5850851,2,Ada,3,Layak
3.65,5343941,4,Ada,3,Layak
2.62,7089752,5,Ada,4,Layak
2.72,5001174,1,Ada,3,Layak
3.03,2290023,5,Tidak Ada,8,Layak
2.77,3221841,1,Ada,3,Layak
2.76,8482263,3,Ada,8,Tidak Layak
3.27,4385364,4,Ada,5,Layak
3.05,2909849,4,Ada,2,Layak
3.31,2447226,1,Ada,2,Layak
2.88,9129100,2,Tidak Ada,6,Tidak Layak
3.23,6189491,4,Ada,5,Layak
3.47,4391838,3,Tidak Ada,2,Layak
3.68,4893757,4,Tidak Ada,7,Layak
2.96,4124713,3,Ada,8,Layak
3.44,1976657,3,Ada,5,Layak
3.49,4990513,3,Tidak Ada,3,Tidak Layak
3.82,8856505,4,Tidak Ada,5,Tidak Layak
3.47,6967977,5,Tidak Ada,7,Tidak Layak
2.8,9229554,5,Tidak Ada,4,Tidak Layak
3.21,7800843,1,Tidak Ada,2,Tidak Layak
3.49,5285830,4,Ada,6,Layak
3.99,8651476,4,Tidak Ada,6,Tidak Layak
3.84,6472863,3,Ada,3,Layak
3.11,5435806,4,Tidak Ada,2,Tidak Layak
3.72,3520991,3,Ada,3,Layak
2.57,8527656,2,Ada,5,Tidak Layak
3.36,3080622,5,Tidak Ada,3,Layak
3.34,1683148,5,Ada,2,Layak
3.28,7714405,4,Tidak Ada,7,Tidak Layak
3.59,4255916,5,Tidak Ada,4,Layak
2.93,6704497,1,Ada,7,Layak
2.81,7697953,4,Ada,8,Layak
2.59,6445849,3,Ada,3,Layak
3.36,9927623,2,Tidak Ada,8,Tidak Layak
3.95,2433671,3,Tidak Ada,6,Layak
3.84,4506374,5,Tidak Ada,7,Layak
3.99,5649658,4,Tidak Ada,5,Layak
2.65,2061032,2,Tidak Ada,2,Tidak Layak
2.56,2555752,3,Tidak Ada,6,Tidak Layak
3.89,5171013,3,Tidak Ada,2,Layak
2.5,3844591,4,Tidak Ada,8,Tidak Layak
3.86,2896167,3,Tidak Ada,2,Layak
2.72,7622005,4,Ada,5,Layak
2.54,2966737,5,Ada,2,Layak
3.41,4976732,1,Tidak Ada,4,Tidak Layak
2.64,7387136,1,Ada,3,Tidak Layak
2.5,9110073,1,Ada,8,Tidak Layak
3.74,7169453,1,Tidak Ada,6,Tidak Layak
2.62,6158455,4,Ada,5,Layak
2.88,2637333,2,Tidak Ada,3,Tidak Layak
3.16,4548558,2,Ada,8,Layak
3.03,2703049,4,Tidak Ada,5,Layak
2.98,3961897,5,Ada,6,Layak
3.69,6275634,5,Tidak Ada,2,Layak
3.65,2295415,4,Tidak Ada,6,Layak
3.57,2587462,2,Ada,7,Layak
2.7,2452394,2,Ada,4,Layak
3.94,9414726,1,Ada,8,Layak
2.78,5665666,2,Ada,7,Layak
3.93,7685430,3,Tidak Ada,5,Tidak Layak
3.5,7550485,1,Ada,7,Layak
3.34,3991807,1,Ada,7,Layak
3.92,4493518,5,Tidak Ada,5,Layak
3.75,6390552,2,Ada,6,Layak
2.88,3532479,4,Tidak Ada,6,Tidak Layak
3.87,6427386,3,Ada,8,Layak
2.98,9381317,1,Ada,5,Tidak Layak
2.58,6871448,3,Tidak Ada,5,Tidak Layak
3.4,8425613,3,Tidak Ada,4,Tidak Layak
3.44,8439191,5,Ada,7,Layak
2.89,6920441,3,Tidak Ada,8,Tidak Layak
3.86,3263655,2,Ada,8,Layak
3.55,8979180,4,Ada,8,Layak
3.51,7654232,5,Ada,4,Layak
3.82,3969484,1,Tidak Ada,5,Layak
2.81,3480115,5,Tidak Ada,7,Layak
3.88,2124747,1,Ada,7,Layak
3.34,3818890,3,Tidak Ada,6,Layak
2.5,5074787,1,Tidak Ada,6,Tidak Layak
3.19,7613924,5,Tidak Ada,5,Tidak Layak
3.22,2479581,2,Ada,2,Layak
3.31,6660593,4,Ada,6,Layak
3.41,7883244,4,Ada,5,Layak
3.26,4792025,4,Tidak Ada,4,Tidak Layak
2.91,2429441,3,Ada,4,Layak
2.89,8548527,1,Tidak Ada,8,Tidak Layak
3.58,7100350,1,Tidak Ada,5,Tidak Layak
3.64,3384624,4,Tidak Ada,5,Layak
3.23,4070419,1,Ada,3,Layak
2.9,9277776,1,Tidak Ada,2,Tidak Layak
3.3,7474550,2,Tidak Ada,6,Tidak Layak
3.11,2992669,4,Tidak Ada,8,Layak
2.89,2287560,3,Ada,3,Layak
2.75,6490544,5,Ada,7,Layak
3.56,1583576,2,Ada,2,Layak
2.65,9511194,5,Tidak Ada,5,Tidak Layak
2.53,1678982,3,Ada,8,Layak
3.73,5140503,2,Tidak Ada,7,Layak
3.47,6687391,2,Tidak Ada,2,Tidak Layak
3.16,3172675,4,Tidak Ada,2,Layak
2.68,4309939,2,Ada,7,Layak
3.87,4053540,4,Ada,6,Layak
2.61,7818769,3,Tidak Ada,2,Tidak Layak
3.77,9980273,5,Tidak Ada,5,Tidak Layak
3.23,7175919,3,Ada,2,Layak
3.75,9556796,2,Tidak Ada,4,Tidak Layak
3.09,7574746,1,Tidak Ada,8,Tidak Layak
3.02,4079669,1,Tidak Ada,4,Tidak Layak
2.84,2493477,3,Ada,8,Layak
3.64,8632537,3,Tidak Ada,7,Tidak Layak
3.59,4787023,2,Tidak Ada,2,Tidak Layak
3.06,6028166,4,Ada,4,Layak
2.64,8819359,1,Ada,6,Tidak Layak
3.45,3409103,1,Tidak Ada,3,Layak
3.83,2952847,5,Ada,5,Layak
3.58,5514676,3,Ada,8,Layak
2.85,8958226,3,Ada,5,Tidak Layak
3.78,8471503,5,Tidak Ada,2,Tidak Layak
3.58,1637039,5,Ada,5,Layak
3.96,6830222,2,Tidak Ada,6,Tidak Layak
3.96,5777404,5,Ada,5,Layak
3.31,7517649,2,Ada,6,Layak
3.95,4836967,5,Ada,3,Layak
3.56,7276634,2,Ada,2,Layak
2.89,5245971,5,Ada,4,Layak
3.47,9293067,3,Ada,3,Layak
3.13,7067768,3,Ada,5,Layak
2.91,3531722,4,Ada,7,Layak
3.26,5176424,4,Tidak Ada,6,Tidak Layak
2.65,3090143,2,Tidak Ada,6,Tidak Layak
2.88,7621716,4,Tidak Ada,3,Tidak Layak
3.9,1699041,3,Ada,4,Layak
2.91,3313318,1,Ada,2,Layak
3.89,6844491,5,Ada,3,Layak
2.97,4263357,4,Ada,3,Layak
3.67,2716953,5,Ada,4,Layak
2.56,8765584,2,Ada,2,Tidak Layak
3.7,5485977,1,Tidak Ada,5,Tidak Layak
3.5,5799798,4,Tidak Ada,7,Layak
2.72,7162110,3,Ada,8,Layak
3.52,4064660,3,Ada,5,Layak
3.32,5736901,3,Tidak Ada,8,Tidak Layak
2.69,9322789,2,Tidak Ada,6,Tidak Layak
3.59,9166001,3,Tidak Ada,8,Tidak Layak
3.86,5313209,4,Tidak Ada,3,Layak
2.92,2834996,1,Ada,4,Layak
3.14,1526567,4,Ada,8,Layak
3.69,5295788,5,Ada,7,Layak
3.93,7029520,2,Tidak Ada,8,Tidak Layak
2.59,7391732,2,Tidak Ada,5,Tidak Layak
3.37,8301693,2,Ada,8,Layak
2.72,1743761,4,Tidak Ada,8,Layak
3.79,8133381,2,Tidak Ada,2,Tidak Layak
2.71,8676185,4,Tidak Ada,2,Tidak Layak
3.15,4022189,2,Tidak Ada,7,Tidak Layak
3.24,1976015,4,Ada,8,Layak
2.93,4927495,1,Tidak Ada,2,Tidak Layak
2.61,5908421,2,Tidak Ada,7,Tidak Layak
2.74,6761789,3,Ada,4,Layak
3.8,7233413,2,Ada,5,Layak
3.05,5143003,5,Tidak Ada,8,Tidak Layak
3.86,7598818,3,Ada,4,Layak
2.77,7301116,4,Tidak Ada,4,Tidak Layak
3.67,5762911,2,Tidak Ada,7,Tidak Layak
3.79,5778639,5,Ada,6,Layak
3.8,5995590,1,Ada,3,Layak
3.21,3325779,2,Tidak Ada,4,Layak
3.26,7735111,1,Tidak Ada,5,Tidak Layak
3.41,5641042,3,Ada,3,Layak
3.09,7467569,4,Tidak Ada,4,Tidak Layak
3.42,8502414,1,Ada,8,Layak
3.68,3595383,4,Tidak Ada,6,Layak
3.55,2367481,4,Ada,7,Layak
2.78,4102021,5,Tidak Ada,4,Tidak Layak
3.76,7463523,5,Tidak Ada,5,Tidak Layak
3.83,6440952,3,Ada,3,Layak
3.49,9820442,2,Ada,5,Tidak Layak
3.02,7390681,3,Tidak Ada,7,Tidak Layak
3.96,5928935,3,Ada,4,Layak
3.42,7499566,1,Tidak Ada,3,Tidak Layak
3.4,8552710,1,Tidak Ada,7,Tidak Layak
2.93,9181356,5,Tidak Ada,2,Tidak Layak
2.75,6445868,5,Tidak Ada,6,Tidak Layak
3.96,7073798,3,Ada,8,Layak
2.77,8785599,3,Tidak Ada,7,Tidak Layak
3.36,7732238,1,Ada,7,Layak
3.57,9412954,2,Ada,7,Layak
2.58,8088847,4,Ada,4,Tidak Layak
3.62,4229974,3,Ada,7,Layak
3.41,8089081,2,Tidak Ada,4,Tidak Layak
2.51,6209075,5,Ada,7,Layak
2.96,8673625,2,Ada,7,Tidak Layak
2.95,4359453,1,Tidak Ada,4,Tidak Layak
2.6,3963208,4,Ada,6,Layak
3.18,6498710,5,Tidak Ada,8,Tidak Layak
2.91,3619990,1,Tidak Ada,2,Tidak Layak
2.99,6160296,1,Ada,6,Layak
3.43,6788171,4,Ada,3,Layak
3.91,7781102,3,Tidak Ada,5,Tidak Layak
3.15,7833538,3,Tidak Ada,5,Tidak Layak
3.57,3088253,5,Tidak Ada,6,Layak
3.36,9738439,2,Tidak Ada,6,Tidak Layak
3.4,3539282,2,Ada,8,Layak
3.22,6150635,3,Tidak Ada,5,Tidak Layak
2.76,3161241,3,Ada,8,Layak
3.43,2901170,5,Ada,8,Layak
3.32,7944861,3,Ada,8,Layak
2.61,3614336,4,Ada,3,Layak
2.68,6739522,2,Ada,7,Tidak Layak
3.28,6368136,1,Tidak Ada,2,Tidak Layak
3.32,6731308,2,Tidak Ada,7,Tidak Layak
3.19,4015553,4,Ada,7,Layak
3.17,3516987,4,Tidak Ada,7,Layak
3.74,4066436,2,Tidak Ada,2,Layak
2.98,9637083,4,Ada,6,Tidak Layak
3.11,1993496,1,Tidak Ada,6,Layak
3.55,5214779,4,Tidak Ada,3,Layak
2.59,7098023,5,Tidak Ada,3,Tidak Layak
3.92,6224044,2,Ada,3,Layak
3.13,9767102,5,Ada,8,Layak
2.88,4893416,5,Ada,4,Layak
3.7,6838139,4,Tidak Ada,3,Tidak Layak
2.76,8721414,2,Tidak Ada,5,Tidak Layak
3.94,6908249,1,Tidak Ada,7,Tidak Layak
3.29,7064991,4,Tidak Ada,7,Tidak Layak
3.43,6366148,5,Tidak Ada,5,Tidak Layak
3.94,6601210,1,Tidak Ada,8,Tidak Layak
2.75,8246929,5,Ada,2,Tidak Layak
3.92,8927925,2,Tidak Ada,2,Tidak Layak
3.21,9126584,2,Ada,6,Tidak Layak
3.09,4404814,1,Ada,5,Layak
3.07,5641747,4,Tidak Ada,8,Tidak Layak
3.31,4943737,5,Tidak Ada,7,Layak
3.21,6192489,1,Ada,7,Layak
3.17,4987258,1,Ada,3,Layak
2.87,7775080,1,Ada,6,Tidak Layak
2.61,1895462,3,Tidak Ada,8,Layak
3.16,5285811,4,Ada,8,Layak
3.4,6743962,5,Ada,7,Layak
3.89,5676213,2,Tidak Ada,2,Layak
3.77,6286431,4,Tidak Ada,5,Layak
2.6,9976353,3,Tidak Ada,8,Tidak Layak
3.82,6391447,4,Tidak Ada,5,Layak
3.62,3817165,1,Tidak Ada,3,Layak
2.53,8743520,1,Ada,7,Tidak Layak
2.64,4694514,2,Ada,2,Layak
2.64,2921742,3,Ada,7,Layak
2.7,3173783,1,Tidak Ada,5,Tidak Layak
2.52,2093695,2,Tidak Ada,3,Tidak Layak
2.85,6615068,4,Tidak Ada,3,Tidak Layak
3.54,1920129,5,Tidak Ada,4,Layak
3.18,6912478,1,Tidak Ada,8,Tidak Layak
3.05,4948196,2,Tidak Ada,8,Tidak Layak
3.42,5455544,1,Ada,6,Layak
3.66,3988883,3,Ada,6,Layak
3.09,9842490,4,Ada,3,Tidak Layak
3.63,5813399,5,Tidak Ada,4,Layak
2.53,3904710,1,Ada,2,Layak
2.89,4612959,2,Tidak Ada,5,Tidak Layak
3.48,8938784,1,Tidak Ada,3,Tidak Layak
2.77,3750477,3,Ada,6,Layak
3.56,5754567,5,Ada,2,Layak
3.56,2822924,1,Ada,5,Layak
3.45,8476192,5,Ada,7,Layak
3.22,9655012,5,Ada,5,Layak
3.83,3522063,5,Tidak Ada,5,Layak
3.69,8579981,2,Tidak Ada,6,Tidak Layak
3.88,7395882,1,Tidak Ada,3,Tidak Layak
3.45,9217960,4,Ada,6,Layak
3.79,6958076,1,Ada,6,Layak
3.56,7934548,2,Ada,3,Layak
3.11,5994950,4,Tidak Ada,6,Tidak Layak
2.65,4304660,3,Tidak Ada,8,Tidak Layak
3.98,7561598,4,Ada,5,Layak
2.95,2860706,2,Tidak Ada,6,Tidak Layak
2.98,5424248,3,Ada,7,Layak
2.88,6171212,5,Tidak Ada,5,Tidak Layak
3.5,9694563,2,Ada,5,Tidak Layak
2.66,2420200,2,Tidak Ada,2,Tidak Layak
2.54,4316300,1,Tidak Ada,6,Tidak Layak
3.95,3346398,5,Ada,4,Layak
3.94,8223981,1,Ada,8,Layak
3.83,7687641,1,Ada,6,Layak
2.69,7846502,2,Tidak Ada,3,Tidak Layak
3.97,5861502,2,Ada,2,Layak
3.79,4173383,5,Tidak Ada,6,Layak
3.34,8789968,4,Ada,4,Layak
3.41,2868737,1,Tidak Ada,2,Layak
3.51,3051870,1,Tidak Ada,4,Layak
2.81,6775615,2,Tidak Ada,3,Tidak Layak
3.43,1781097,5,Ada,4,Layak
3.17,4908939,3,Tidak Ada,7,Tidak Layak
3.9,6452034,4,Tidak Ada,5,Layak
3.27,4920690,4,Ada,3,Layak
3.6,1573916,5,Tidak Ada,3,Layak
3.75,7570517,4,Ada,2,Layak
2.6,6200671,2,Ada,8,Layak
2.97,1518510,1,Tidak Ada,8,Layak
3.69,8482660,1,Tidak Ada,8,Tidak Layak
3.12,6975260,3,Ada,4,Layak
3.15,5597304,2,Ada,5,Layak
3.3,8486249,4,Tidak Ada,5,Tidak Layak
2.91,9892207,2,Tidak Ada,7,Tidak Layak
2.99,9806411,5,Tidak Ada,2,Tidak Layak
2.66,7228790,2,Ada,7,Tidak Layak
2.85,2967836,4,Ada,4,Layak
2.81,8838298,5,Ada,3,Tidak Layak
3.86,2668931,5,Tidak Ada,6,Layak
3.49,6442422,2,Ada,2,Layak
3.92,8113002,2,Ada,4,Layak
3.86,6721610,3,Ada,5,Layak
2.89,1677375,1,Tidak Ada,5,Layak
2.55,3727666,4,Ada,4,Layak
2.74,7900553,2,Tidak Ada,3,Tidak Layak
2.97,2508882,5,Tidak Ada,3,Layak
3.03,5065117,2,Tidak Ada,7,Tidak Layak
2.64,1897046,1,Tidak Ada,4,Tidak Layak
2.87,3183415,4,Tidak Ada,3,Tidak Layak
3.17,1611597,3,Tidak Ada,5,Layak
3.19,6684837,1,Ada,5,Layak
3.04,9318014,3,Tidak Ada,2,Tidak Layak
2.88,4038309,5,Ada,4,Layak
3.53,1800767,3,Ada,6,Layak
2.89,8307173,3,Ada,2,Tidak Layak
2.71,7509321,3,Ada,8,Tidak Layak
2.58,5216714,3,Tidak Ada,4,Tidak Layak
3.99,5663219,2,Ada,7,Layak
3.94,7767366,2,Ada,8,Layak
3.28,8282303,2,Ada,8,Layak
3.84,9174499,4,Ada,5,Layak
3.56,1759201,4,Ada,8,Layak
3.2,5833227,1,Ada,4,Layak
3.12,9029131,4,Tidak Ada,6,Tidak Layak
3.92,8166013,4,Tidak Ada,5,Tidak Layak
3.66,2400794,2,Tidak Ada,8,Layak
2.68,5780424,2,Ada,2,Layak
2.97,1813678,1,Tidak Ada,6,Layak
2.7,7974961,2,Tidak Ada,7,Tidak Layak
3.4,6593409,1,Ada,8,Layak
2.63,9550405,5,Tidak Ada,8,Tidak Layak
2.55,6828625,2,Ada,6,Tidak Layak
3.0,7841477,2,Ada,2,Tidak Layak
2.9,7687459,4,Ada,3,Layak
2.57,8156289,4,Ada,2,Tidak Layak
3.61,1721163,3,Ada,8,Layak
3.07,5150824,5,Ada,7,Layak
3.09,7556929,3,Tidak Ada,8,Tidak Layak
3.47,8301256,4,Ada,7,Layak
3.0,9208098,3,Tidak Ada,5,Tidak Layak
3.38,5263901,3,Ada,5,Layak
2.91,5784933,1,Ada,7,Layak
2.98,2663842,3,Ada,5,Layak
2.94,5773487,3,Tidak Ada,2,Tidak Layak
2.55,1623844,4,Ada,5,Layak
3.81,5437080,5,Ada,5,Layak
3.93,6150699,3,Ada,5,Layak
2.55,5676116,1,Ada,5,Tidak Layak
3.17,3047840,2,Tidak Ada,4,Layak
2.99,4498277,4,Ada,3,Layak
2.88,3611577,2,Ada,3,Layak
2.68,7275984,5,Ada,2,Layak
3.2,5107838,1,Ada,5,Layak
3.61,8365521,3,Tidak Ada,8,Tidak Layak
2.77,4679249,5,Tidak Ada,2,Tidak Layak
2.61,7184054,4,Ada,3,Tidak Layak
2.99,8864308,3,Tidak Ada,8,Tidak Layak
2.63,7477664,4,Tidak Ada,7,Tidak Layak
3.91,6744412,3,Tidak Ada,6,Layak
2.76,6594733,3,Ada,2,Layak
3.45,9239637,2,Tidak Ada,4,Tidak Layak
2.64,5511577,1,Tidak Ada,3,Tidak Layak
3.75,1811294,4,Ada,2,Layak
2.78,6778452,3,Ada,3,Layak
2.95,4568689,4,Tidak Ada,6,Tidak Layak
3.73,7653301,2,Tidak Ada,6,Tidak Layak
3.87,9094968,5,Ada,5,Layak
3.08,5467924,4,Tidak Ada,3,Tidak Layak
3.49,5807380,5,Ada,2,Layak
3.15,8550417,3,Ada,6,Layak
3.1,7449782,4,Tidak Ada,8,Tidak Layak
3.14,7365874,5,Ada,8,Layak
3.09,7966138,1,Ada,8,Tidak Layak
3.75,3491524,3,Tidak Ada,3,Layak
3.51,3637154,5,Ada,5,Layak
3.02,3202875,3,Ada,6,Layak
2.98,9307604,5,Ada,7,Layak
3.02,9792005,1,Ada,8,Tidak Layak
3.97,8084016,5,Ada,2,Layak
3.07,6944344,5,Tidak Ada,4,Tidak Layak
3.73,5076758,4,Ada,5,Layak
3.51,7262637,5,Tidak Ada,7,Tidak Layak
3.3,7057260,2,Tidak Ada,5,Tidak Layak
3.5,3230934,3,Ada,5,Layak
3.73,4788685,2,Ada,7,Layak
3.95,3319941,5,Tidak Ada,3,Layak
2.58,9425651,2,Tidak Ada,8,Tidak Layak
3.42,8936949,5,Ada,3,Layak
3.33,2522762,2,Ada,6,Layak
2.52,5948232,1,Ada,8,Tidak Layak
3.5,1540449,4,Tidak Ada,5,Layak
3.32,4102226,4,Ada,3,Layak
3.92,7714846,5,Ada,8,Layak
2.95,9794682,1,Tidak Ada,4,Tidak Layak
3.4,9382638,5,Ada,2,Layak
3.66,6768848,2,Ada,6,Layak
3.53,6805377,3,Ada,4,Layak
2.67,5738413,3,Ada,7,Layak
3.53,9292515,5,Ada,2,Layak
3.25,2171367,2,Ada,3,Layak
3.79,6563834,2,Tidak Ada,5,Tidak Layak
3.07,3746667,3,Tidak Ada,4,Tidak Layak
3.93,5779490,4,Tidak Ada,2,Layak
2.77,9240068,1,Tidak Ada,2,Tidak Layak
3.95,8959406,3,Ada,5,Layak
2.7,6509486,3,Ada,8,Layak
3.63,7906377,2,Tidak Ada,8,Tidak Layak
2.79,9690798,3,Ada,7,Tidak Layak
3.13,5401359,1,Ada,2,Layak
3.88,7281801,5,Tidak Ada,5,Layak
3.88,5389200,3,Ada,5,Layak
